=== 业务单据抽样样本 (覆盖6大单据类型且每类不少于30条，含正式与测试业务) ===
ID=000004 | 单位ID=0001 | 单号=DOC-00000004 | 类型=采购结算单  | 性质=正式业务 | 申请人=雷梦溪  | 金额= 21169.10 | 状态=处理完成  | 提交=2026-08-11 15:07:25 | 审批=2026-08-12 18:16:25
ID=000125 | 单位ID=0001 | 单号=DOC-00000125 | 类型=资产处理单  | 性质=正式业务 | 申请人=贝梦竹  | 金额= 66627.75 | 状态=处理完成  | 提交=2026-02-01 12:46:24 | 审批=2026-02-02 06:57:24
ID=000129 | 单位ID=0001 | 单号=DOC-00000129 | 类型=资产处理单  | 性质=正式业务 | 申请人=孟明德  | 金额= 18882.63 | 状态=处理完成  | 提交=2026-03-09 08:54:01 | 审批=2026-03-09 15:10:01
ID=000130 | 单位ID=0001 | 单号=DOC-00000130 | 类型=资产处理单  | 性质=正式业务 | 申请人=卜风华  | 金额= 75125.32 | 状态=审批中   | 提交=2026-08-12 14:28:35 | 审批=无
ID=000132 | 单位ID=0001 | 单号=DOC-00000132 | 类型=资产处理单  | 性质=正式业务 | 申请人=孟明德  | 金额= 61075.34 | 状态=审批中   | 提交=2026-07-12 17:50:41 | 审批=无
ID=000135 | 单位ID=0001 | 单号=DOC-00000135 | 类型=资产处理单  | 性质=正式业务 | 申请人=贝梦竹  | 金额= 78285.02 | 状态=处理完成  | 提交=2026-04-29 16:22:43 | 审批=2026-04-29 20:41:43
ID=000146 | 单位ID=0001 | 单号=DOC-00000146 | 类型=资产处理单  | 性质=正式业务 | 申请人=褚熹   | 金额=  3681.63 | 状态=待生成凭证 | 提交=2026-05-14 10:18:56 | 审批=无
ID=000156 | 单位ID=0001 | 单号=DOC-00000156 | 类型=资产处理单  | 性质=正式业务 | 申请人=孟明德  | 金额= 76185.99 | 状态=处理完成  | 提交=2026-02-07 15:33:13 | 审批=2026-02-09 02:58:13
ID=000157 | 单位ID=0001 | 单号=DOC-00000157 | 类型=资产处理单  | 性质=正式业务 | 申请人=卜风华  | 金额= 57064.56 | 状态=已驳回   | 提交=2026-02-21 08:51:22 | 审批=无
ID=000159 | 单位ID=0001 | 单号=DOC-00000159 | 类型=资产处理单  | 性质=正式业务 | 申请人=褚熹   | 金额= 21964.65 | 状态=处理完成  | 提交=2026-05-04 17:42:59 | 审批=2026-05-06 08:13:59
ID=122589 | 单位ID=0580 | 单号=DOC-00122589 | 类型=资产处理单  | 性质=双轨测试 | 申请人=穆商隐  | 金额= 45868.57 | 状态=审批中   | 提交=2026-08-07 13:14:59 | 审批=无
ID=122590 | 单位ID=0580 | 单号=DOC-00122590 | 类型=资产处理单  | 性质=双轨测试 | 申请人=方婉儿  | 金额=  7629.47 | 状态=处理完成  | 提交=2026-06-26 14:26:16 | 审批=2026-06-28 01:48:16
ID=122595 | 单位ID=0580 | 单号=DOC-00122595 | 类型=资产处理单  | 性质=双轨测试 | 申请人=戚嘉宁  | 金额= 17339.34 | 状态=处理完成  | 提交=2026-06-26 15:48:23 | 审批=2026-06-28 06:53:23
ID=122596 | 单位ID=0580 | 单号=DOC-00122596 | 类型=资产处理单  | 性质=双轨测试 | 申请人=云若涵  | 金额= 14538.97 | 状态=处理完成  | 提交=2026-08-22 09:37:35 | 审批=2026-08-23 09:24:35
ID=122598 | 单位ID=0580 | 单号=DOC-00122598 | 类型=资产处理单  | 性质=双轨测试 | 申请人=倪子明  | 金额= 72230.58 | 状态=处理完成  | 提交=2026-07-23 08:17:39 | 审批=2026-07-24 02:09:39
ID=122609 | 单位ID=0580 | 单号=DOC-00122609 | 类型=资产处理单  | 性质=双轨测试 | 申请人=倪子明  | 金额= 13547.34 | 状态=审批中   | 提交=2026-08-08 08:45:44 | 审批=无
ID=122622 | 单位ID=0580 | 单号=DOC-00122622 | 类型=资产处理单  | 性质=双轨测试 | 申请人=方婉儿  | 金额= 50259.74 | 状态=处理完成  | 提交=2026-08-25 13:33:49 | 审批=2026-08-26 02:22:49
ID=122627 | 单位ID=0580 | 单号=DOC-00122627 | 类型=资产处理单  | 性质=双轨测试 | 申请人=穆商隐  | 金额= 62945.44 | 状态=处理完成  | 提交=2026-08-26 09:29:33 | 审批=2026-08-28 02:48:33
ID=122630 | 单位ID=0580 | 单号=DOC-00122630 | 类型=资产处理单  | 性质=双轨测试 | 申请人=倪子明  | 金额= 42224.45 | 状态=处理完成  | 提交=2026-08-02 09:22:58 | 审批=2026-08-02 13:29:58
ID=122631 | 单位ID=0580 | 单号=DOC-00122631 | 类型=资产处理单  | 性质=双轨测试 | 申请人=穆商隐  | 金额= 81869.39 | 状态=待生成凭证 | 提交=2026-08-20 09:42:01 | 审批=无
ID=122633 | 单位ID=0580 | 单号=DOC-00122633 | 类型=资产处理单  | 性质=双轨测试 | 申请人=穆商隐  | 金额= 19696.11 | 状态=待生成凭证 | 提交=2026-06-27 10:42:38 | 审批=无
ID=122634 | 单位ID=0580 | 单号=DOC-00122634 | 类型=资产处理单  | 性质=双轨测试 | 申请人=倪子明  | 金额=  4473.80 | 状态=处理完成  | 提交=2026-06-15 15:17:37 | 审批=2026-06-17 15:42:37
ID=122639 | 单位ID=0580 | 单号=DOC-00122639 | 类型=资产处理单  | 性质=双轨测试 | 申请人=倪子明  | 金额=  7426.82 | 状态=处理完成  | 提交=2026-06-13 11:07:58 | 审批=2026-06-14 00:31:58
ID=122646 | 单位ID=0580 | 单号=DOC-00122646 | 类型=资产处理单  | 性质=双轨测试 | 申请人=戚嘉宁  | 金额= 38041.54 | 状态=处理完成  | 提交=2026-07-25 17:31:44 | 审批=2026-07-26 19:44:44
ID=122648 | 单位ID=0580 | 单号=DOC-00122648 | 类型=资产处理单  | 性质=双轨测试 | 申请人=倪子明  | 金额= 34791.19 | 状态=处理完成  | 提交=2026-08-28 15:33:46 | 审批=2026-08-30 10:40:46
ID=000002 | 单位ID=0001 | 单号=DOC-00000002 | 类型=收入结算单  | 性质=正式业务 | 申请人=米涵亮  | 金额= 16484.92 | 状态=处理完成  | 提交=2026-07-20 15:40:26 | 审批=2026-07-21 11:18:26
ID=000006 | 单位ID=0001 | 单号=DOC-00000006 | 类型=收入结算单  | 性质=正式业务 | 申请人=赵俊豪  | 金额= 69001.67 | 状态=处理完成  | 提交=2026-06-08 15:08:38 | 审批=2026-06-09 16:22:38
ID=000012 | 单位ID=0001 | 单号=DOC-00000012 | 类型=收入结算单  | 性质=正式业务 | 申请人=米涵亮  | 金额= 56819.93 | 状态=审批中   | 提交=2026-06-15 16:46:07 | 审批=无
ID=000014 | 单位ID=0001 | 单号=DOC-00000014 | 类型=收入结算单  | 性质=正式业务 | 申请人=贝梦竹  | 金额= 41884.24 | 状态=处理完成  | 提交=2026-06-29 14:07:27 | 审批=2026-06-30 19:13:27
ID=000018 | 单位ID=0001 | 单号=DOC-00000018 | 类型=收入结算单  | 性质=正式业务 | 申请人=雷梦溪  | 金额= 70680.70 | 状态=处理完成  | 提交=2026-05-21 09:06:49 | 审批=2026-05-22 06:27:49
ID=000024 | 单位ID=0001 | 单号=DOC-00000024 | 类型=收入结算单  | 性质=正式业务 | 申请人=凤少陵  | 金额=  7790.36 | 状态=处理完成  | 提交=2026-07-30 16:28:17 | 审批=2026-07-31 00:01:17
ID=000033 | 单位ID=0001 | 单号=DOC-00000033 | 类型=收入结算单  | 性质=正式业务 | 申请人=贝梦竹  | 金额= 54707.16 | 状态=审批中   | 提交=2026-03-30 10:46:00 | 审批=无
ID=000038 | 单位ID=0001 | 单号=DOC-00000038 | 类型=收入结算单  | 性质=正式业务 | 申请人=孟明德  | 金额= 22786.42 | 状态=处理完成  | 提交=2026-06-15 15:45:59 | 审批=2026-06-16 02:44:59
ID=000043 | 单位ID=0001 | 单号=DOC-00000043 | 类型=收入结算单  | 性质=正式业务 | 申请人=赵俊豪  | 金额=  3076.07 | 状态=处理完成  | 提交=2025-12-31 14:17:32 | 审批=2026-01-02 04:09:32
ID=000045 | 单位ID=0001 | 单号=DOC-00000045 | 类型=收入结算单  | 性质=正式业务 | 申请人=米涵亮  | 金额= 62811.01 | 状态=处理完成  | 提交=2025-11-16 09:46:51 | 审批=2025-11-17 16:04:51
ID=000047 | 单位ID=0001 | 单号=DOC-00000047 | 类型=收入结算单  | 性质=正式业务 | 申请人=褚熹   | 金额= 53948.96 | 状态=处理完成  | 提交=2026-01-13 11:16:04 | 审批=2026-01-15 11:25:04
ID=000061 | 单位ID=0001 | 单号=DOC-00000061 | 类型=收入结算单  | 性质=正式业务 | 申请人=汤高山  | 金额= 73810.12 | 状态=处理完成  | 提交=2026-04-21 11:49:02 | 审批=2026-04-21 23:05:02
ID=000070 | 单位ID=0001 | 单号=DOC-00000070 | 类型=收入结算单  | 性质=正式业务 | 申请人=贝梦竹  | 金额= 40788.94 | 状态=处理完成  | 提交=2025-12-19 15:19:36 | 审批=2025-12-20 06:00:36
ID=000073 | 单位ID=0001 | 单号=DOC-00000073 | 类型=收入结算单  | 性质=正式业务 | 申请人=葛墨林  | 金额= 56653.95 | 状态=处理完成  | 提交=2026-01-30 13:45:50 | 审批=2026-02-01 05:21:50
ID=000074 | 单位ID=0001 | 单号=DOC-00000074 | 类型=收入结算单  | 性质=正式业务 | 申请人=汤高山  | 金额=  7576.47 | 状态=处理完成  | 提交=2025-12-20 08:40:47 | 审批=2025-12-21 03:02:47
ID=000077 | 单位ID=0001 | 单号=DOC-00000077 | 类型=收入结算单  | 性质=正式业务 | 申请人=褚熹   | 金额= 27977.83 | 状态=处理完成  | 提交=2025-12-06 16:56:18 | 审批=2025-12-07 07:29:18
ID=000081 | 单位ID=0001 | 单号=DOC-00000081 | 类型=收入结算单  | 性质=正式业务 | 申请人=米涵亮  | 金额= 47482.35 | 状态=生成失败  | 提交=2026-01-17 15:57:30 | 审批=2026-01-18 01:36:30
ID=000082 | 单位ID=0001 | 单号=DOC-00000082 | 类型=收入结算单  | 性质=正式业务 | 申请人=茅稼轩  | 金额=  6144.26 | 状态=处理完成  | 提交=2026-01-08 09:29:15 | 审批=2026-01-09 00:01:15
ID=000086 | 单位ID=0001 | 单号=DOC-00000086 | 类型=收入结算单  | 性质=正式业务 | 申请人=凤少陵  | 金额= 58810.66 | 状态=待生成凭证 | 提交=2026-01-10 12:07:21 | 审批=无
ID=000094 | 单位ID=0001 | 单号=DOC-00000094 | 类型=收入结算单  | 性质=正式业务 | 申请人=赵俊豪  | 金额= 76804.04 | 状态=处理完成  | 提交=2025-12-10 17:26:27 | 审批=2025-12-12 04:38:27
ID=122583 | 单位ID=0580 | 单号=DOC-00122583 | 类型=收入结算单  | 性质=双轨测试 | 申请人=穆商隐  | 金额= 15436.55 | 状态=处理完成  | 提交=2026-07-22 15:10:43 | 审批=2026-07-23 00:33:43
ID=122585 | 单位ID=0580 | 单号=DOC-00122585 | 类型=收入结算单  | 性质=双轨测试 | 申请人=穆商隐  | 金额=  2164.76 | 状态=已驳回   | 提交=2026-06-19 14:55:08 | 审批=无
ID=122588 | 单位ID=0580 | 单号=DOC-00122588 | 类型=收入结算单  | 性质=双轨测试 | 申请人=方婉儿  | 金额= 58942.29 | 状态=待生成凭证 | 提交=2026-06-17 10:28:07 | 审批=无
ID=122591 | 单位ID=0580 | 单号=DOC-00122591 | 类型=收入结算单  | 性质=双轨测试 | 申请人=穆商隐  | 金额= 10322.88 | 状态=审批中   | 提交=2026-08-02 08:28:05 | 审批=无
ID=122592 | 单位ID=0580 | 单号=DOC-00122592 | 类型=收入结算单  | 性质=双轨测试 | 申请人=戚嘉宁  | 金额= 37694.68 | 状态=处理完成  | 提交=2026-07-17 10:31:58 | 审批=2026-07-17 14:28:58
ID=122601 | 单位ID=0580 | 单号=DOC-00122601 | 类型=收入结算单  | 性质=双轨测试 | 申请人=云若涵  | 金额=  5585.36 | 状态=生成失败  | 提交=2026-08-25 15:56:37 | 审批=2026-08-27 02:14:37
ID=122602 | 单位ID=0580 | 单号=DOC-00122602 | 类型=收入结算单  | 性质=双轨测试 | 申请人=云若涵  | 金额=  1727.07 | 状态=待生成凭证 | 提交=2026-06-18 13:24:16 | 审批=无
ID=122605 | 单位ID=0580 | 单号=DOC-00122605 | 类型=收入结算单  | 性质=双轨测试 | 申请人=穆商隐  | 金额= 68448.39 | 状态=处理完成  | 提交=2026-07-30 08:01:50 | 审批=2026-08-01 00:24:50
ID=122616 | 单位ID=0580 | 单号=DOC-00122616 | 类型=收入结算单  | 性质=双轨测试 | 申请人=倪子明  | 金额= 12662.85 | 状态=处理完成  | 提交=2026-07-23 17:03:31 | 审批=2026-07-25 02:47:31
ID=122623 | 单位ID=0580 | 单号=DOC-00122623 | 类型=收入结算单  | 性质=双轨测试 | 申请人=方婉儿  | 金额= 77991.94 | 状态=已驳回   | 提交=2026-08-14 16:16:27 | 审批=无
ID=122625 | 单位ID=0580 | 单号=DOC-00122625 | 类型=收入结算单  | 性质=双轨测试 | 申请人=云若涵  | 金额= 70685.71 | 状态=处理完成  | 提交=2026-06-14 17:10:39 | 审批=2026-06-15 05:00:39
ID=122636 | 单位ID=0580 | 单号=DOC-00122636 | 类型=收入结算单  | 性质=双轨测试 | 申请人=方婉儿  | 金额= 63255.26 | 状态=处理完成  | 提交=2026-08-24 10:10:31 | 审批=2026-08-25 18:32:31
ID=122642 | 单位ID=0580 | 单号=DOC-00122642 | 类型=收入结算单  | 性质=双轨测试 | 申请人=穆商隐  | 金额= 74943.40 | 状态=处理完成  | 提交=2026-07-12 17:39:28 | 审批=2026-07-13 19:11:28
ID=122655 | 单位ID=0580 | 单号=DOC-00122655 | 类型=收入结算单  | 性质=双轨测试 | 申请人=方婉儿  | 金额= 54935.19 | 状态=处理完成  | 提交=2026-07-29 09:18:05 | 审批=2026-07-30 09:23:05
ID=122658 | 单位ID=0580 | 单号=DOC-00122658 | 类型=收入结算单  | 性质=双轨测试 | 申请人=戚嘉宁  | 金额= 75752.33 | 状态=审批中   | 提交=2026-08-27 08:32:31 | 审批=无
ID=000003 | 单位ID=0001 | 单号=DOC-00000003 | 类型=资金收付单  | 性质=正式业务 | 申请人=葛墨林  | 金额= 25340.52 | 状态=处理完成  | 提交=2026-04-04 08:55:23 | 审批=2026-04-06 08:07:23
ID=000007 | 单位ID=0001 | 单号=DOC-00000007 | 类型=资金收付单  | 性质=正式业务 | 申请人=赵俊豪  | 金额=  5522.91 | 状态=处理完成  | 提交=2026-04-09 09:04:18 | 审批=2026-04-09 13:27:18
ID=000015 | 单位ID=0001 | 单号=DOC-00000015 | 类型=资金收付单  | 性质=正式业务 | 申请人=赵俊豪  | 金额= 71218.62 | 状态=审批中   | 提交=2026-06-14 09:11:35 | 审批=无
ID=000050 | 单位ID=0001 | 单号=DOC-00000050 | 类型=资金收付单  | 性质=正式业务 | 申请人=卜风华  | 金额= 36907.43 | 状态=处理完成  | 提交=2026-03-07 14:03:48 | 审批=2026-03-07 23:26:48
ID=000055 | 单位ID=0001 | 单号=DOC-00000055 | 类型=资金收付单  | 性质=正式业务 | 申请人=雷梦溪  | 金额= 23621.56 | 状态=处理完成  | 提交=2026-01-26 10:17:02 | 审批=2026-01-27 14:25:02
ID=000063 | 单位ID=0001 | 单号=DOC-00000063 | 类型=资金收付单  | 性质=正式业务 | 申请人=米涵亮  | 金额= 76430.60 | 状态=处理完成  | 提交=2026-06-24 15:59:06 | 审批=2026-06-25 08:56:06
ID=000067 | 单位ID=0001 | 单号=DOC-00000067 | 类型=资金收付单  | 性质=正式业务 | 申请人=卜风华  | 金额= 56354.68 | 状态=处理完成  | 提交=2026-05-11 09:31:36 | 审批=2026-05-11 23:45:36
ID=000068 | 单位ID=0001 | 单号=DOC-00000068 | 类型=资金收付单  | 性质=正式业务 | 申请人=褚熹   | 金额= 21913.25 | 状态=处理完成  | 提交=2026-05-10 11:52:06 | 审批=2026-05-12 09:17:06
ID=000071 | 单位ID=0001 | 单号=DOC-00000071 | 类型=资金收付单  | 性质=正式业务 | 申请人=卜风华  | 金额= 33509.07 | 状态=处理完成  | 提交=2026-07-02 12:33:14 | 审批=2026-07-03 00:34:14
ID=000075 | 单位ID=0001 | 单号=DOC-00000075 | 类型=资金收付单  | 性质=正式业务 | 申请人=雷梦溪  | 金额= 22826.57 | 状态=处理完成  | 提交=2026-04-22 12:11:50 | 审批=2026-04-23 16:16:50
ID=000080 | 单位ID=0001 | 单号=DOC-00000080 | 类型=资金收付单  | 性质=正式业务 | 申请人=凤少陵  | 金额= 26340.09 | 状态=处理完成  | 提交=2025-11-22 13:11:25 | 审批=2025-11-24 02:51:25
ID=000087 | 单位ID=0001 | 单号=DOC-00000087 | 类型=资金收付单  | 性质=正式业务 | 申请人=雷梦溪  | 金额= 24988.44 | 状态=处理完成  | 提交=2025-11-04 15:19:34 | 审批=2025-11-06 02:42:34
ID=000111 | 单位ID=0001 | 单号=DOC-00000111 | 类型=资金收付单  | 性质=正式业务 | 申请人=米涵亮  | 金额= 84904.16 | 状态=处理完成  | 提交=2026-04-10 08:05:15 | 审批=2026-04-11 21:40:15
ID=000112 | 单位ID=0001 | 单号=DOC-00000112 | 类型=资金收付单  | 性质=正式业务 | 申请人=茅稼轩  | 金额= 62324.72 | 状态=处理完成  | 提交=2025-11-30 11:27:32 | 审批=2025-12-01 01:50:32
ID=000113 | 单位ID=0001 | 单号=DOC-00000113 | 类型=资金收付单  | 性质=正式业务 | 申请人=贝梦竹  | 金额= 62704.48 | 状态=处理完成  | 提交=2026-06-18 14:01:30 | 审批=2026-06-19 06:00:30
ID=000116 | 单位ID=0001 | 单号=DOC-00000116 | 类型=资金收付单  | 性质=正式业务 | 申请人=米涵亮  | 金额= 63001.66 | 状态=处理完成  | 提交=2026-07-26 15:30:40 | 审批=2026-07-26 23:55:40
ID=000140 | 单位ID=0001 | 单号=DOC-00000140 | 类型=资金收付单  | 性质=正式业务 | 申请人=贝梦竹  | 金额= 35832.00 | 状态=处理完成  | 提交=2026-06-26 11:30:33 | 审批=2026-06-27 04:55:33
ID=000142 | 单位ID=0001 | 单号=DOC-00000142 | 类型=资金收付单  | 性质=正式业务 | 申请人=孟明德  | 金额= 66556.80 | 状态=处理完成  | 提交=2026-04-17 11:21:06 | 审批=2026-04-18 06:22:06
ID=000144 | 单位ID=0001 | 单号=DOC-00000144 | 类型=资金收付单  | 性质=正式业务 | 申请人=赵俊豪  | 金额= 67953.90 | 状态=处理完成  | 提交=2025-12-30 10:04:01 | 审批=2025-12-30 14:53:01
ID=000150 | 单位ID=0001 | 单号=DOC-00000150 | 类型=资金收付单  | 性质=正式业务 | 申请人=雷梦溪  | 金额= 43239.97 | 状态=处理完成  | 提交=2026-03-28 09:34:55 | 审批=2026-03-30 01:50:55
ID=122586 | 单位ID=0580 | 单号=DOC-00122586 | 类型=资金收付单  | 性质=双轨测试 | 申请人=戚嘉宁  | 金额= 39213.03 | 状态=处理完成  | 提交=2026-06-17 15:44:30 | 审批=2026-06-19 11:41:30
ID=122593 | 单位ID=0580 | 单号=DOC-00122593 | 类型=资金收付单  | 性质=双轨测试 | 申请人=穆商隐  | 金额=  8169.56 | 状态=处理完成  | 提交=2026-08-15 13:51:44 | 审批=2026-08-17 05:27:44
ID=122611 | 单位ID=0580 | 单号=DOC-00122611 | 类型=资金收付单  | 性质=双轨测试 | 申请人=戚嘉宁  | 金额= 19424.42 | 状态=处理完成  | 提交=2026-07-04 12:14:49 | 审批=2026-07-05 09:36:49
ID=122613 | 单位ID=0580 | 单号=DOC-00122613 | 类型=资金收付单  | 性质=双轨测试 | 申请人=穆商隐  | 金额= 41286.50 | 状态=处理完成  | 提交=2026-08-28 11:28:32 | 审批=2026-08-29 04:57:32
ID=122621 | 单位ID=0580 | 单号=DOC-00122621 | 类型=资金收付单  | 性质=双轨测试 | 申请人=穆商隐  | 金额= 53472.30 | 状态=待生成凭证 | 提交=2026-06-13 15:44:58 | 审批=无
ID=122624 | 单位ID=0580 | 单号=DOC-00122624 | 类型=资金收付单  | 性质=双轨测试 | 申请人=倪子明  | 金额= 32641.46 | 状态=处理完成  | 提交=2026-08-05 16:43:41 | 审批=2026-08-07 16:03:41
ID=122643 | 单位ID=0580 | 单号=DOC-00122643 | 类型=资金收付单  | 性质=双轨测试 | 申请人=戚嘉宁  | 金额= 29398.14 | 状态=待生成凭证 | 提交=2026-07-04 13:27:52 | 审批=无
ID=122644 | 单位ID=0580 | 单号=DOC-00122644 | 类型=资金收付单  | 性质=双轨测试 | 申请人=倪子明  | 金额= 15714.32 | 状态=处理完成  | 提交=2026-06-18 15:21:45 | 审批=2026-06-20 01:37:45
ID=122645 | 单位ID=0580 | 单号=DOC-00122645 | 类型=资金收付单  | 性质=双轨测试 | 申请人=云若涵  | 金额= 75676.97 | 状态=处理完成  | 提交=2026-07-26 14:21:01 | 审批=2026-07-27 20:41:01
ID=122653 | 单位ID=0580 | 单号=DOC-00122653 | 类型=资金收付单  | 性质=双轨测试 | 申请人=穆商隐  | 金额= 76943.34 | 状态=处理完成  | 提交=2026-07-01 12:18:20 | 审批=2026-07-03 04:22:20
ID=122657 | 单位ID=0580 | 单号=DOC-00122657 | 类型=资金收付单  | 性质=双轨测试 | 申请人=方婉儿  | 金额= 27444.52 | 状态=处理完成  | 提交=2026-07-17 16:16:37 | 审批=2026-07-19 02:37:37
ID=122663 | 单位ID=0580 | 单号=DOC-00122663 | 类型=资金收付单  | 性质=双轨测试 | 申请人=倪子明  | 金额= 29049.87 | 状态=待生成凭证 | 提交=2026-08-12 14:20:47 | 审批=无
ID=122668 | 单位ID=0580 | 单号=DOC-00122668 | 类型=资金收付单  | 性质=双轨测试 | 申请人=戚嘉宁  | 金额= 28611.34 | 状态=审批中   | 提交=2026-08-12 12:34:47 | 审批=无
ID=122671 | 单位ID=0580 | 单号=DOC-00122671 | 类型=资金收付单  | 性质=双轨测试 | 申请人=穆商隐  | 金额= 19312.72 | 状态=处理完成  | 提交=2026-06-18 17:59:49 | 审批=2026-06-20 06:33:49
ID=122679 | 单位ID=0580 | 单号=DOC-00122679 | 类型=资金收付单  | 性质=双轨测试 | 申请人=云若涵  | 金额= 24922.29 | 状态=处理完成  | 提交=2026-07-01 12:42:18 | 审批=2026-07-02 08:38:18
